iteration,chain,σ²,σα²,γup[1],γup[2],γup[3],γdown[1],γdown[2],γdown[3],αup[1],αup[2],αup[3],αup[4],αup[5],αup[6],αup[7],αup[8],αup[9],αup[10],αup[11],αup[12],αup[13],αup[14],αup[15],αup[16],αup[17],αup[18],αup[19],αup[20],αup[21],αup[22],αup[23],αup[24],αdown[1],αdown[2],αdown[3],αdown[4],αdown[5],αdown[6],αdown[7],αdown[8],αdown[9],αdown[10],αdown[11],αdown[12],αdown[13],αdown[14],αdown[15],αdown[16],αdown[17],αdown[18],αdown[19],αdown[20],αdown[21],αdown[22],αdown[23],αdown[24],Z1[1],Z1[2],Z1[3],Z2[1],Z2[2],Z2[3],Z3[1],Z3[2],Z3[3],Z4[1],Z4[2],Z4[3],lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
501,1,0.05387704743682427,0.9023210054566433,-0.06614313752742572,-0.18558240774693033,-0.10622938871994698,-0.07638971754317736,0.12038879413154498,0.09052890181302128,-2.741027814307469,-0.5485042031063017,-0.09721963968278488,-0.6764147457795011,-1.2554839063737964,-0.6050353719632384,-0.9204990762883063,-0.31135602371260573,-0.9024307054254587,0.21922435630744563,-1.182531684026241,-0.8873823644042779,-0.16849404178327235,0.771781278347287,-2.000292533090762,-1.4338012732795513,-0.6597177927657538,0.13704880016252413,0.06274069668633461,0.10622313438779901,-0.3511018886826006,0.2480805867817544,-1.5645098728091174,-0.9062377482387994,0.11756863577136861,0.5842515956357432,0.753250367449039,-0.07098140034732076,1.1258185564613072,0.27533103428880995,-0.495798551018669,-0.08710936549845238,1.00564953310051,-0.5037637567904678,-0.7128881237063015,0.539765262137815,0.14209262918653756,-1.2542412684591013,1.0225415171261487,0.6667046136987089,1.5153592435398435,0.5100253461884502,-1.5880877193144614,1.1398192886346155,-0.8530155687996446,0.8124912639918132,0.2791845231563315,1.3277142674883704,0.018766353651147226,5.610406199700912,2.5185679121141713,0.005590363089848503,1.279684147115614,6.932905913604758,0.0012261816449139226,1.5979369438910023,4.2300722735770515,0.05186945251297028,6.457695053864207,0.7693721094140665,-1377.463673976995,15.0,1.0,0.8789220377650504,-1377.463673976995,1413.4074092436595,-0.6021545150799739,-0.6021545150799739,4.0,0.0,0.3058335758130835,0.3058335758130835
502,1,0.04028989564172337,1.8563533497179887,-0.04240526544704024,-0.16091506450649523,-0.0988148646997551,0.002126570001923296,0.06527882525458109,0.13264751700259816,-1.9597127876617308,-0.5313772862500754,-0.09557121905749053,-1.553091152629169,-1.0081221027250282,-1.6405068339361517,-0.6450960809583607,-0.8384262075204103,-1.1833483725350251,0.04362495491685586,-0.5699400171153747,-1.4159046707079148,-0.1001719555150665,-1.0253709081591629,-1.2141946830715906,-2.297657762544294,-0.5635949844675072,-1.637088075572025,-0.11178970040516384,-0.6320612423820117,-0.7518763101989842,0.21536471009527897,-1.4077144248447047,0.16444527807375137,0.39528627282164136,-0.7510101664303335,0.2696557004804524,-1.8312895616824725,1.3759406697127112,-0.4400540905793171,0.8150995422748797,-2.0850495163175413,1.3301038274429764,-1.5590027330917606,-2.3943923219456433,0.13681184842237198,0.6234777098959754,-2.7825187054280702,0.7034573735762716,-0.679259578681878,-0.8238572081120208,-0.25445517407302776,-1.6953176513823989,0.09569825793927599,-0.5816069228272936,1.4344932991749701,1.1675332121467519,1.5460240178341702,0.015093555142870958,5.424755727429968,0.9176897514721938,0.004270482055092526,1.0054627412210526,3.7974126777928365,0.004506036168051187,1.6669370175709126,3.588488673044399,0.016452745749790682,5.820924053095819,3.1111418651693312,-1380.1458931057823,15.0,1.0,0.806024341409903,-1380.1458931057823,1418.3375745044668,0.10731099414965684,0.44667698841112724,4.0,0.0,0.3058335758130835,0.3058335758130835
503,1,0.08138302343413789,1.016063049877545,-0.06703480014478565,-0.1075178419342186,-0.07680833670520294,0.013971201393849058,-0.03925853014799598,-0.01628324891663853,-1.9752276198767,-0.10385281927569363,-0.34217254980563994,-1.6213750825099607,-1.277056456839278,-0.43346781255816785,-0.46767519391506607,-0.9670990761888706,-0.9826169027436406,-0.35723121943775143,-1.2992817651634212,-0.7657312207307198,0.48005893364927865,-0.028888487746541125,-1.9712390484112345,-1.2541126543233667,-0.5699343860905511,-1.0812222892185845,-0.1853453324701955,-0.8275958229437532,-0.4917072037458314,0.351231553689379,-1.2133225963596217,-0.8025541617521781,-0.7024481218255025,0.7613554604031951,0.8322868209900439,-1.25054145505619,1.1050800710847974,0.2214984227303557,0.21173342269901996,-0.2620941551878402,1.1845552656374494,-0.8859854484839844,-1.010675211618736,1.6954680515007965,1.047917261517853,-2.0866717707005407,0.7452840739885029,0.8876434898001173,1.8564325104059434,2.0662901132948983,-1.2762235090798388,1.4266911352080403,-1.1979809456248374,0.294074806602943,1.765483083503846,0.35663445642113195,0.016816646299155757,5.61454408768551,0.9021303295874639,0.002378862236529843,1.3149271104083686,4.923351206465287,0.002504162144231507,1.5436309078825334,3.964057006464977,0.02602773419587934,7.846702844679287,0.5649012638390377,-1388.7761263507855,15.0,1.0,0.8400238915148457,-1388.7761263507855,1418.7629361754355,0.4109561196626146,0.49292863362802564,4.0,0.0,0.3058335758130835,0.3058335758130835
504,1,0.03213599332080026,1.0380748858094881,-0.06820663674074853,-0.22505768914840174,-0.09060135934024646,0.005983473896251447,0.04277237002717002,0.12817456998704943,-1.754888299505443,-0.6338106233196333,0.17793063795505948,-0.5514966448729713,-0.7982964175678637,-1.6121499291443802,-1.05442227726156,-0.9397743102061151,-0.8106076481459917,0.9810894793003261,-0.36058684062764307,-1.3093201830573165,-0.5038922356620341,-0.33043694634897697,-1.0143608986133983,-2.439239054423214,-0.7103292326459586,-0.1309351446484316,0.10986376855303986,0.40127860794175546,-0.6320111152827478,0.19974491032423744,-1.128928959675744,0.34813611080155,0.8771233169004511,-1.4717427137451566,0.5625678537116521,-0.8105911389405633,1.5117715558963454,-0.2728316408591954,0.20138667573145394,-1.1577434984439208,1.0365352466741238,-1.3572430447507653,-1.5934919874627322,-1.2433615738686865,-0.39000837183875064,-1.8108163055835549,1.2830074182904607,-0.04154062965730902,-0.9040250115773775,-1.48851971959887,-2.023664229143548,0.11378759972274768,-0.47311553939240425,1.9183724035562382,-0.41021802397448837,2.5444701564156698,0.01942467292027643,5.522349007896871,3.070475105063755,0.0032251972961213596,0.9529243557094151,4.431239543774497,0.007832362203825872,1.7157800847961215,3.309901928999731,0.03628872782233859,4.994390716099553,3.326130616425922,-1391.7083320403685,15.0,1.0,0.9451801991588429,-1391.7083320403685,1420.6627607832058,0.07918688057384315,-0.46134913077639794,4.0,0.0,0.3058335758130835,0.3058335758130835
505,1,0.03288575227142356,1.4287570004732697,-0.05637308380657034,-0.19892110819511738,-0.09602505994613036,-0.016689606697214823,0.12902260804335777,0.07067506732371245,-1.059741501894635,-0.6855843355937523,-0.15158898924044495,-1.4673606859682382,-1.3870631298591434,-0.5800231874993681,-0.9841980004737674,0.180462749284393,-0.8803687283340997,-0.05987683737021779,-1.161468085871475,-0.7016526937331367,0.2450304965860182,0.4001995157789796,-1.0732344860404561,-2.288930839491586,-1.2936911773296855,-0.4928491037430225,0.6108793106428818,-0.3687925705105464,-0.855656885264056,0.5342447151694082,-1.3893882582453487,0.18984042001741697,-1.631693874002087,-0.390686885596302,-0.31990866688360053,-1.4267067806511877,1.3175006930213125,0.2739945927046222,-0.05253948284569494,-1.28102181093625,1.8321587612824997,-0.9707192801672158,-2.009217961068789,-1.558433741313318,0.13246015631491173,-1.8559630800147795,-0.9535608169656205,-0.7848021158033488,-0.20322464083511405,0.1949218919763906,-1.9095237126894569,1.2952941238458624,-1.3654243883628825,1.10113236129962,1.9241176915032092,2.06452887393571,0.005572635171278427,5.865979041358176,2.2770272192753938,0.013888632220848324,1.1450735681454014,4.741909732514016,0.0058267463785073165,1.667247090610886,6.639612785208864,0.035000413002313865,6.595055772902623,0.07115463831563121,-1388.3417838533549,15.0,1.0,0.48961193799789093,-1388.3417838533549,1431.9881235680934,0.25899117163680785,1.228167647345117,4.0,0.0,0.3058335758130835,0.3058335758130835
506,1,0.0459754338165234,1.335665529446783,-0.06562596530013255,-0.18710036489705198,-0.12497163164413877,-0.03104441057546889,0.1299030997131532,0.05524285913993012,-1.8168194065433778,-0.6892556102350123,-0.36680124188171515,-1.2162835999682695,-1.2176394795748162,-0.6069013526517419,-1.015645479470029,-0.12691533448938913,-0.12816221585497226,0.03446442593073969,-1.5662288018235393,-0.5285044808611375,0.10289113899604503,0.1806075497956681,-1.5905179942029366,-0.8390353914283644,-0.7491769831415647,-0.26745568091463556,0.1321958748528613,-0.46897111613734394,-0.7776564447718872,0.21572576271862842,-1.703121029973219,0.3725103881894026,-1.240711572490019,-0.6915590651945902,0.8747698130100894,-1.2444376377218471,0.9286166336941155,0.24183249984457705,0.3768289244668256,-1.4985287428952172,1.58330079232696,-1.2009981643015637,-1.9631475514716967,-0.8615617501150847,0.3457967143610891,-2.050324737808525,1.5134041552337882,-1.9182507208361208,-0.5583546606921602,-0.19197452103386803,-1.8932969657134424,0.855181648968754,-0.7697501097971089,1.2047559905891791,1.359656588358999,0.894402713064191,0.010147099978747331,5.971497232313954,2.114377856234603,0.006393836927655174,1.1867036767443198,5.531646977733957,0.0026620406231250217,1.5815492928332866,4.336491299166769,0.031110417219499267,5.5311332249397545,0.21941101111156788,-1378.4103237272598,15.0,1.0,0.868163211139524,-1378.4103237272598,1413.7573268870192,-0.27234168966879224,0.5463805631602554,4.0,0.0,0.3058335758130835,0.3058335758130835
507,1,0.043078072406775546,1.1254942230905192,-0.060786870025278224,-0.09409505110574826,-0.15516542434815478,-0.0074326919560669495,0.031703624979206216,0.10022765947165457,-1.106152805624381,-1.1479120718436446,-0.3613600232916629,-1.4381466589931104,-1.1468697061889694,-0.616979315890709,-0.5290030589479375,-0.049061303461040595,-1.1148830374050172,-0.17429736304465038,-1.7829354631631353,-0.6641338604316087,0.12437942545253235,-0.6205875849443305,-1.644022263948487,-0.34283989685374894,-0.6718848378301289,-0.6169933445646671,0.09231417705236483,-1.0875189210118044,-0.3881742693115132,0.14651716684390595,-1.440720793107285,-1.2027961966513274,0.6821831235080739,-0.9062991921495372,0.609921208703237,-1.6022145667287901,1.552546859656925,-0.45269246727650125,0.0721298941407905,-1.0957546867937895,1.7298786719480588,-0.8188868624927245,-2.189939207633399,-0.1746223136622308,0.08518585914138473,-2.221718393358405,0.8269408382035178,-1.2677153137896762,0.5426421749832402,-0.44252772394611145,-1.857248258771489,0.9292018759947818,-0.5026619097821485,2.003564585442005,2.319181570945412,1.4713763184445237,0.007938971483616605,5.96691622560043,2.61732993973538,0.007990832256457756,1.1250594163296852,3.449183806199896,0.0009183252841839519,1.7150264359141305,5.440878447718058,0.068078248553993,6.227521202629541,0.19809526713385775,-1392.4009749923057,15.0,1.0,0.7823127458902384,-1392.4009749923057,1420.3611680042607,0.523563840037923,0.523563840037923,4.0,0.0,0.3058335758130835,0.3058335758130835
508,1,0.044581536804297245,1.181448246208805,-0.03562323303630108,-0.251087199401155,-0.03407063453736604,-0.06962402107507933,0.19476183067882719,0.06382878637998533,-3.1784005472228247,-0.11718621578736022,-0.3101999636612817,-1.1402097795808355,-0.9103105243027958,-1.5349800127263382,-1.271372976915861,-1.3910070672798711,-1.2526274348780189,0.1334337840462222,-0.24379907585017335,-1.536032244961278,-0.6346240145428996,-0.5682429437600339,-1.7919393140820468,-3.4498362420233577,-1.0100219654259417,-1.1822405169684476,-0.16399802851499223,0.2120094051697647,-0.7137764619835248,-0.06366440110560606,-1.1952010898164935,-0.3169546865129167,-0.6729487270451211,0.7310757934030665,0.2810566492850188,-0.17231490052020987,0.670496979406739,-0.20231475827649154,0.05067224183035557,-0.7804597052396678,0.45974680656587275,-1.338021240939481,-0.5229749968545816,0.17421855607937145,0.7291511784143379,-1.9287456128749336,0.9664951773232863,2.131132675356631,-0.757417784564363,0.17724579639266608,-1.5071392895874465,0.36817105035210784,-0.5471966610761256,0.22778894965548155,-0.16917319575941414,0.9008654451355123,0.008555931816208727,5.129472637275396,1.6703366091126275,0.0027530486625672625,1.1253235187171062,6.423310468425567,0.007308475496981267,1.5274344178835508,2.534583132265089,0.011583714984294217,6.026876540814447,3.685780566183129,-1387.5498514276148,15.0,1.0,0.978201978449086,-1387.5498514276148,1425.7546645342534,-0.4303533485406206,-0.6309823729177424,4.0,0.0,0.3058335758130835,0.3058335758130835
509,1,0.06454686315899161,2.0438566222858876,-0.057635475063481746,-0.116036985326062,-0.16739100897010584,-0.08311518392167977,0.15813849181680117,0.18666826712458026,-2.8683304958411964,-0.399234599191221,-0.5422762347880246,-0.9040767328759949,-1.0622975235028804,-1.5420676751512477,-1.3888558321487097,-0.5289846730948737,-1.0807348210689045,-0.17316449678646514,-0.9531085878206015,-0.8943235328833274,-0.23948191928481075,-0.6559694233899332,-2.073938073754598,-3.0239608811235894,-1.3463665787337242,-0.6427188526381233,0.2816171203516623,-0.6815117430950175,-0.48256533888171155,-0.17662231750069127,-1.7781365848364874,-0.6568282277667621,-1.935733791433454,-0.0297918747338331,0.7005328847171723,-0.5931305358664364,1.8463978952501898,-0.09856507095786675,0.40384536952772354,-0.3849329763003628,4.317617225615623,-1.2193391228289043,-1.757778572656295,-0.7811380237340391,1.387617853238817,-2.584505847456098,-0.9165482302148803,-0.29310874516153673,-1.077802903343176,0.36042737186574125,-0.9868334863212175,0.6409496097787056,-0.9762648302505675,1.679381678733785,1.454374614916815,3.016977728292818,0.02191791010037513,5.698460167593287,0.6349937951034259,0.0043751936381498146,1.1289676892849496,6.940892649167617,0.0022560603851551285,1.7646836685892666,3.9174202771165936,0.01614960984351964,6.958800181280331,0.6692573424722389,-1390.029188096721,15.0,1.0,0.8512064963615502,-1390.029188096721,1423.3462890274059,0.2259539823880914,0.5237155656679988,4.0,0.0,0.3058335758130835,0.3058335758130835
510,1,0.018754189275864214,1.5038780333369297,-0.052818116167448186,-0.10405787681666304,-0.013449005740695873,0.05319312393699025,-0.09551781127091644,0.06417988149353596,-2.5914754274837137,-1.1318062372666582,-0.7356346997477097,-1.307964769791342,-1.4269226379317443,-1.3234591978095032,-0.9311941044674356,-0.4343216305417089,-2.2146683126437208,-0.02161927160179024,-0.7667309845175205,-2.141435595297753,-0.9748842778175929,-0.6970342760889403,-1.978171119070207,-2.4526448700832404,-0.9075428358100788,-1.4324100632508878,-1.1292015089019967,-0.5045638516156894,-0.7818272339048254,0.11953405175628744,-1.4357146525210136,-1.0761452774422455,2.0470402292277448,-0.14444826199312882,1.005156388309479,-1.4788415829212724,0.24037967584027192,-0.38327666251087955,-0.2921890367550745,-1.5908160393192603,-0.4409034898354315,-1.0708318152357648,-1.8758946513898924,0.5868813931851914,-0.36043724350507256,-1.5325471794492005,4.021329644486245,1.0925580770407959,2.2608681095580265,-0.21092074386204615,-2.492138091056159,0.6519164217120788,-1.1806515946032115,0.976638196547537,0.47574622681407625,0.627422239898349,0.009825512926317653,5.394848245288321,3.2448083274671142,0.010918402259663496,1.126020468230151,3.490435663740422,0.010370791291168992,1.5744379961459691,4.799829890061708,0.04192456907623829,5.578599710535994,1.3925229504643748,-1389.2887015500382,15.0,1.0,0.9469013429437154,-1389.2887015500382,1418.566060031481,-0.4018478995003534,-0.5163402647856401,4.0,0.0,0.3058335758130835,0.3058335758130835
